,price,volume
2015-03-05,24.0,
2015-03-06,22.0,
2015-03-07,20.0,
2015-03-08,19.0,
2015-03-09,18.0,
2015-03-10,17.0,
2015-03-11,16.0,
2015-03-12,15.0,
2015-03-13,14.0,
2015-03-14,13.0,
2015-03-15,12.0,
2015-03-16,11.0,
2015-03-17,10.0,
2015-03-18,9.0,
2015-03-19,9.0,
2015-03-20,8.0,
2015-03-21,7.0,
2015-03-22,7.0,
2015-03-23,6.0,
2015-03-24,6.0,
2015-03-25,5.0,
2015-03-26,5.0,
2015-03-27,4.0,
2015-03-28,4.0,
2015-03-29,3.0,
2015-03-30,3.0,
2015-03-31,3.0,
2015-04-01,2.0,
2015-04-02,2.0,
2015-04-03,2.0,
2015-04-04,2.0,
2015-04-05,2.0,
2015-04-06,2.0,
2015-04-07,2.0,
2015-04-08,2.0,
2015-04-09,2.0,
2015-04-10,2.0,
2015-04-11,2.0,
2015-04-12,2.0,
2015-04-13,2.0,
2015-04-14,2.0,
2015-04-15,2.0,
2015-04-16,2.0,
2015-04-17,3.0,
2015-04-18,3.0,
2015-04-19,3.0,
2015-04-20,3.0,
2015-04-21,3.0,
2015-04-22,3.0,
2015-04-23,3.0,
2015-04-24,3.0,
2015-04-25,3.0,
2015-04-26,3.0,
2015-04-27,3.0,
2015-04-28,3.0,
2015-04-29,3.0,
2015-04-30,3.0,
2015-05-01,3.0,
2015-05-02,3.0,
2015-05-03,3.0,
2015-05-04,3.0,
2015-05-05,2.0,
2015-05-06,2.0,
2015-05-07,3.0,
2015-05-08,3.0,
2015-05-09,3.0,
2015-05-10,3.0,
2015-05-11,3.0,
2015-05-12,3.0,
2015-05-13,3.0,
2015-05-14,3.0,
2015-05-15,3.0,
2015-05-16,3.0,
2015-05-17,3.0,
2015-05-18,3.0,
2015-05-19,3.0,
2015-05-20,3.0,
2015-05-21,3.0,
2015-05-22,3.0,
2015-05-23,3.0,
2015-05-24,3.0,
2015-05-25,3.0,
2015-05-26,3.0,
2015-05-27,3.0,
2015-05-28,3.0,
2015-05-29,3.0,
2015-05-30,3.0,
2015-05-31,3.0,
2015-06-01,3.0,
2015-06-02,3.0,
2015-06-03,3.0,
2015-06-04,3.0,
2015-06-05,3.0,
2015-06-06,3.0,
2015-06-07,3.0,
2015-06-08,3.0,
2015-06-09,3.0,
2015-06-10,3.0,
2015-06-11,3.0,
2015-06-12,3.0,
2015-06-13,3.0,
2015-06-14,4.0,
2015-06-15,4.0,
2015-06-16,4.0,
2015-06-17,4.0,
2015-06-18,4.0,
2015-06-19,4.0,
2015-06-20,4.0,
2015-06-21,4.0,
2015-06-22,4.0,
2015-06-23,4.0,
2015-06-24,4.0,
2015-06-25,4.0,
2015-06-26,4.0,
2015-06-27,4.0,
2015-06-28,4.0,
2015-06-29,4.0,
2015-06-30,4.0,
2015-07-01,4.0,
2015-07-02,3.0,
2015-07-03,3.0,
2015-07-04,4.0,
2015-07-05,4.0,
2015-07-06,4.0,
2015-07-07,4.0,
2015-07-08,4.0,
2015-07-09,4.0,
2015-07-10,4.0,
2015-07-11,4.0,
2015-07-12,4.0,
2015-07-13,4.0,
2015-07-14,4.0,
2015-07-15,4.0,
2015-07-16,4.0,
2015-07-17,4.0,
2015-07-18,4.0,
2015-07-19,4.0,
2015-07-20,4.0,
2015-07-21,3.0,
2015-07-22,3.0,
2015-07-23,4.0,
2015-07-24,4.0,
2015-07-25,4.0,
2015-07-26,4.0,
2015-07-27,4.0,
