,price,volume
2015-03-05,7707.0,
2015-03-06,7574.0,
2015-03-07,7496.0,
2015-03-08,7520.0,
2015-03-09,7644.0,
2015-03-10,7767.0,
2015-03-11,7739.0,
2015-03-12,7762.0,
2015-03-13,7752.0,
2015-03-14,7748.0,
2015-03-15,7742.0,
2015-03-16,7684.0,
2015-03-17,7637.0,
2015-03-18,7614.0,
2015-03-19,7577.0,
2015-03-20,7505.0,
2015-03-21,7442.0,
2015-03-22,7430.0,
2015-03-23,7425.0,
2015-03-24,7468.0,
2015-03-25,7425.0,
2015-03-26,7346.0,
2015-03-27,7195.0,
2015-03-28,7094.0,
2015-03-29,7057.0,
2015-03-30,7203.0,
2015-03-31,7134.0,
2015-04-01,7128.0,
2015-04-02,7250.0,
2015-04-03,7310.0,
2015-04-04,7339.0,
2015-04-05,7382.0,
2015-04-06,7335.0,
2015-04-07,7322.0,
2015-04-08,7324.0,
2015-04-09,7329.0,
2015-04-10,7371.0,
2015-04-11,7404.0,
2015-04-12,7503.0,
2015-04-13,7563.0,
2015-04-14,7686.0,
2015-04-15,7705.0,
2015-04-16,7677.0,
2015-04-17,7686.0,
2015-04-18,7655.0,
2015-04-19,7692.0,
2015-04-20,7651.0,
2015-04-21,7592.0,
2015-04-22,7554.0,
2015-04-23,7484.0,
2015-04-24,7434.0,
2015-04-25,7555.0,
2015-04-26,7518.0,
2015-04-27,7665.0,
2015-04-28,7666.0,
2015-04-29,7617.0,
2015-04-30,7667.0,
2015-05-01,7647.0,
2015-05-02,7614.0,
2015-05-03,7570.0,
2015-05-04,7532.0,
2015-05-05,7485.0,
2015-05-06,7434.0,
2015-05-07,7368.0,
2015-05-08,7316.0,
2015-05-09,7290.0,
2015-05-10,7321.0,
2015-05-11,7285.0,
2015-05-12,7241.0,
2015-05-13,7203.0,
2015-05-14,7168.0,
2015-05-15,7112.0,
2015-05-16,7223.0,
2015-05-17,7263.0,
2015-05-18,7237.0,
2015-05-19,7202.0,
2015-05-20,7257.0,
2015-05-21,7272.0,
2015-05-22,7211.0,
2015-05-23,7161.0,
2015-05-24,7114.0,
2015-05-25,7069.0,
2015-05-26,6998.0,
2015-05-27,6991.0,
2015-05-28,6962.0,
2015-05-29,7031.0,
2015-05-30,7224.0,
2015-05-31,7289.0,
2015-06-01,7217.0,
2015-06-02,7218.0,
2015-06-03,7296.0,
2015-06-04,7447.0,
2015-06-05,7531.0,
2015-06-06,7580.0,
2015-06-07,7553.0,
2015-06-08,7729.0,
2015-06-09,7713.0,
2015-06-10,7778.0,
2015-06-11,7942.0,
2015-06-12,8059.0,
2015-06-13,8179.0,
2015-06-14,8276.0,
2015-06-15,8269.0,
2015-06-16,8243.0,
2015-06-17,8353.0,
2015-06-18,8461.0,
2015-06-19,8418.0,
2015-06-20,8552.0,
2015-06-21,8582.0,
2015-06-22,8552.0,
2015-06-23,8507.0,
2015-06-24,8431.0,
2015-06-25,8345.0,
2015-06-26,8250.0,
2015-06-27,8045.0,
2015-06-28,7831.0,
2015-06-29,7704.0,
2015-06-30,7617.0,
2015-07-01,7549.0,
2015-07-02,7512.0,
2015-07-03,7782.0,
2015-07-04,7926.0,
2015-07-05,8022.0,
2015-07-06,7969.0,
2015-07-07,7954.0,
2015-07-08,7944.0,
2015-07-09,8048.0,
2015-07-10,8089.0,
2015-07-11,8194.0,
2015-07-12,8155.0,
2015-07-13,8106.0,
2015-07-14,8012.0,
2015-07-15,7970.0,
2015-07-16,7927.0,
2015-07-17,7919.0,
2015-07-18,7886.0,
2015-07-19,7858.0,
2015-07-20,7959.0,
2015-07-21,8000.0,
2015-07-22,7968.0,
2015-07-23,8093.0,
2015-07-24,8095.0,
2015-07-25,8214.0,
2015-07-26,8199.0,
2015-07-27,8242.0,
2015-07-28,8161.0,
2015-07-29,8143.0,
2015-07-30,8215.0,
2015-07-31,8347.0,
2015-08-01,8366.0,
2015-08-02,8357.0,
2015-08-03,8348.0,
2015-08-04,8300.0,
2015-08-05,8238.0,
2015-08-06,8271.0,
2015-08-07,8472.0,
2015-08-08,8524.0,
2015-08-09,8445.0,
2015-08-10,8365.0,
2015-08-11,8310.0,
2015-08-12,8290.0,
2015-08-13,8322.0,
2015-08-14,8288.0,
2015-08-15,8371.0,
2015-08-16,8504.0,
2015-08-17,8554.0,
2015-08-18,8677.0,
2015-08-19,8806.0,
2015-08-20,9029.0,
2015-08-21,9158.0,
2015-08-22,9276.0,
2015-08-23,9217.0,
2015-08-24,9242.0,
2015-08-25,9278.0,
2015-08-26,9230.0,
2015-08-27,9198.0,
2015-08-28,9291.0,
2015-08-29,9531.0,
2015-08-30,9854.0,
2015-08-31,9937.0,
2015-09-01,10046.0,
2015-09-03,9995.0,
2015-09-08,10030.0,
2015-09-09,9956.0,
2015-09-11,9871.0,
2015-09-15,9566.0,
2015-09-17,9408.0,
2015-09-23,9285.0,
2015-09-24,9274.0,
2015-09-25,9415.0,
2015-09-26,9484.0,
2015-09-28,9662.0,
2015-09-29,9610.0,
2015-09-30,9863.0,
2015-10-01,10154.0,
2015-10-06,9932.0,
2015-10-07,9884.0,
2015-10-08,10035.0,
2015-10-09,10187.0,
2015-10-10,10124.0,
2015-10-11,10321.0,
2015-10-12,10228.0,
2015-10-13,10125.0,
2015-10-14,10084.0,
2015-10-15,10077.0,
2015-10-16,10160.0,
2015-10-17,10249.0,
2015-10-18,10324.0,
2015-10-19,10333.0,
2015-10-20,10294.0,
2015-10-21,10426.0,
2015-10-23,10720.0,
2015-10-24,10939.0,
2015-10-25,10878.0,
2015-10-26,10850.0,
2015-10-27,10734.0,
2015-10-28,10731.0,
2015-10-30,10735.0,
2015-10-31,10853.0,
2015-11-01,10786.0,
2015-11-02,10718.0,
2015-11-03,10579.0,
2015-11-04,10496.0,
2015-11-05,10453.0,
2015-11-06,10416.0,
2015-11-07,10355.0,
2015-11-08,10265.0,
2015-11-09,9945.0,
2015-11-10,9896.0,
2015-11-11,9923.0,
2015-11-12,9975.0,
2015-11-13,10153.0,
2015-11-14,10198.0,
2015-11-15,10227.0,
2015-11-16,10285.0,
2015-11-17,10226.0,
2015-11-18,10135.0,
2015-11-19,10059.0,
2015-11-20,10139.0,
2015-11-21,10315.0,
2015-11-22,10305.0,
2015-11-23,10374.0,
2015-11-24,10385.0,
2015-11-25,10387.0,
2015-11-26,10625.0,
2015-11-27,10554.0,
2015-11-28,10900.0,
2015-11-29,11185.0,
2015-11-30,11013.0,
2015-12-01,10968.0,
2015-12-02,11064.0,
2015-12-03,11429.0,
2015-12-04,11614.0,
2015-12-05,12006.0,
2015-12-06,12021.0,
2015-12-07,11978.0,
2015-12-08,11871.0,
2015-12-09,11853.0,
2015-12-10,11885.0,
2015-12-11,12028.0,
2015-12-12,12071.0,
2015-12-13,12110.0,
2015-12-14,12051.0,
2015-12-15,11971.0,
2015-12-16,11911.0,
2015-12-17,12184.0,
2015-12-18,12488.0,
2015-12-19,12413.0,
2015-12-20,12448.0,
2015-12-21,12419.0,
2015-12-22,12339.0,
2015-12-23,12403.0,
2015-12-24,12509.0,
2015-12-25,12479.0,
2015-12-26,12513.0,
2015-12-27,12404.0,
2015-12-28,12345.0,
2015-12-29,12184.0,
2015-12-30,11963.0,
2015-12-31,11619.0,
2016-01-01,11607.0,
2016-01-02,11575.0,
2016-01-03,11495.0,
2016-01-04,11486.0,
2016-01-05,11418.0,
2016-01-06,11657.0,
2016-01-07,11876.0,
2016-01-08,11846.0,
2016-01-09,11873.0,
2016-01-10,11982.0,
2016-01-11,11965.0,
2016-01-12,11884.0,
2016-01-13,11880.0,
2016-01-14,11932.0,
2016-01-15,11976.0,
2016-01-16,12308.0,
2016-01-17,12342.0,
2016-01-18,12300.0,
2016-01-19,12277.0,
2016-01-20,12472.0,
2016-01-21,12538.0,
2016-01-22,12719.0,
2016-01-23,13120.0,
2016-01-24,13424.0,
2016-01-25,13431.0,
2016-01-26,13199.0,
2016-01-27,13163.0,
2016-01-28,13362.0,
2016-01-29,13838.0,
2016-01-30,13789.0,
2016-01-31,13600.0,
2016-02-01,13417.0,
2016-02-02,13198.0,
2016-02-03,13113.0,
2016-02-04,13051.0,
2016-02-05,13264.0,
2016-02-06,13236.0,
2016-02-07,13285.0,
2016-02-08,13264.0,
2016-02-09,13246.0,
2016-02-10,13256.0,
2016-02-11,13300.0,
2016-02-12,13594.0,
2016-02-13,13881.0,
2016-02-14,13827.0,
2016-02-15,13689.0,
2016-02-16,13609.0,
2016-02-17,13607.0,
2016-02-18,13550.0,
2016-02-19,13486.0,
2016-02-20,13524.0,
2016-02-21,13420.0,
2016-02-22,13311.0,
2016-02-23,13224.0,
2016-02-24,13120.0,
2016-02-25,13100.0,
