,price,volume
2015-03-05,205.0,
2015-03-06,205.0,
2015-03-07,205.0,
2015-03-08,205.0,
2015-03-09,212.0,
2015-03-10,212.0,
2015-03-11,212.0,
2015-03-12,212.0,
2015-03-13,212.0,
2015-03-14,212.0,
2015-03-15,217.0,
2015-03-16,217.0,
2015-03-17,217.0,
2015-03-18,217.0,
2015-03-19,217.0,
2015-03-20,217.0,
2015-03-21,222.0,
2015-03-22,222.0,
2015-03-23,222.0,
2015-03-24,222.0,
2015-03-25,222.0,
2015-03-26,226.0,
2015-03-27,226.0,
2015-03-28,226.0,
2015-03-29,226.0,
2015-03-30,226.0,
2015-03-31,226.0,
2015-04-01,226.0,
2015-04-02,226.0,
2015-04-03,226.0,
2015-04-04,226.0,
2015-04-05,232.0,
2015-04-06,232.0,
2015-04-07,232.0,
2015-04-08,232.0,
2015-04-09,232.0,
2015-04-10,241.0,
2015-04-11,241.0,
2015-04-12,241.0,
2015-04-13,241.0,
2015-04-14,248.0,
2015-04-15,248.0,
2015-04-16,248.0,
2015-04-17,248.0,
2015-04-18,248.0,
2015-04-19,254.0,
2015-04-20,254.0,
2015-04-21,254.0,
2015-04-22,254.0,
2015-04-23,254.0,
2015-04-24,258.0,
2015-04-25,258.0,
2015-04-26,258.0,
2015-04-27,258.0,
2015-04-28,258.0,
2015-04-29,258.0,
2015-04-30,258.0,
2015-05-01,258.0,
2015-05-02,254.0,
2015-05-03,254.0,
2015-05-04,254.0,
2015-05-05,254.0,
2015-05-06,254.0,
2015-05-07,248.0,
2015-05-08,248.0,
2015-05-09,248.0,
2015-05-10,248.0,
2015-05-11,244.0,
2015-05-12,244.0,
2015-05-13,244.0,
2015-05-14,244.0,
2015-05-15,245.0,
2015-05-16,245.0,
2015-05-17,245.0,
2015-05-18,245.0,
2015-05-19,244.0,
2015-05-20,244.0,
2015-05-21,244.0,
2015-05-22,244.0,
2015-05-23,244.0,
2015-05-24,244.0,
2015-05-25,247.0,
2015-05-26,247.0,
2015-05-27,247.0,
2015-05-28,247.0,
2015-05-29,248.0,
2015-05-30,248.0,
2015-05-31,248.0,
2015-06-01,252.0,
2015-06-02,252.0,
2015-06-03,252.0,
2015-06-04,252.0,
2015-06-05,256.0,
2015-06-06,256.0,
2015-06-07,256.0,
2015-06-08,262.0,
2015-06-09,262.0,
2015-06-10,262.0,
2015-06-11,262.0,
2015-06-12,273.0,
2015-06-13,273.0,
2015-06-14,273.0,
2015-06-15,273.0,
2015-06-16,277.0,
2015-06-17,277.0,
2015-06-18,277.0,
2015-06-19,285.0,
2015-06-20,285.0,
2015-06-21,285.0,
2015-06-22,285.0,
2015-06-23,287.0,
2015-06-24,287.0,
2015-06-25,287.0,
2015-06-26,287.0,
2015-06-27,287.0,
2015-06-28,287.0,
2015-06-29,287.0,
2015-06-30,287.0,
2015-07-01,294.0,
2015-07-02,294.0,
2015-07-03,294.0,
2015-07-04,294.0,
2015-07-05,303.0,
2015-07-06,303.0,
2015-07-07,303.0,
2015-07-08,303.0,
2015-07-09,310.0,
2015-07-10,310.0,
2015-07-11,310.0,
2015-07-12,310.0,
2015-07-13,301.0,
2015-07-14,301.0,
2015-07-15,301.0,
2015-07-16,296.0,
2015-07-17,296.0,
2015-07-18,296.0,
2015-07-19,296.0,
2015-07-20,306.0,
2015-07-21,306.0,
2015-07-22,306.0,
2015-07-23,310.0,
2015-07-24,310.0,
2015-07-25,310.0,
2015-07-26,310.0,
2015-07-27,317.0,
2015-07-28,317.0,
2015-07-29,317.0,
2015-07-30,330.0,
2015-07-31,330.0,
2015-08-01,330.0,
2015-08-02,330.0,
2015-08-03,338.0,
2015-08-04,338.0,
2015-08-05,338.0,
2015-08-06,349.0,
2015-08-07,349.0,
2015-08-08,349.0,
2015-08-09,347.0,
2015-08-10,347.0,
2015-08-11,347.0,
2015-08-12,345.0,
2015-08-13,345.0,
2015-08-14,345.0,
2015-08-15,345.0,
2015-08-16,345.0,
2015-08-17,351.0,
2015-08-18,351.0,
2015-08-19,351.0,
2015-08-20,351.0,
2015-08-21,351.0,
2015-08-22,356.0,
2015-08-23,356.0,
2015-08-24,356.0,
2015-08-25,356.0,
2015-08-26,356.0,
2015-08-27,361.0,
2015-08-28,361.0,
2015-08-29,361.0,
2015-08-30,361.0,
2015-08-31,369.0,
2015-09-01,369.0,
2015-09-02,506.0,
2015-09-03,369.0,
2015-09-08,374.0,
2015-09-09,374.0,
2015-09-11,380.0,
2015-09-15,396.0,
2015-09-17,396.0,
2015-09-23,397.0,
2015-09-24,397.0,
2015-09-25,397.0,
2015-09-26,386.0,
2015-09-28,386.0,
2015-09-29,386.0,
2015-09-30,386.0,
2015-10-01,377.0,
2015-10-06,377.0,
2015-10-07,379.0,
2015-10-08,379.0,
2015-10-09,379.0,
2015-10-10,379.0,
